,tweet,conll,true,predicted
2	up	_	T	T	_	1	MWE	_	_
3	serious	_	A	A	_	4	_	_	_
4	bitches	_	N	N	_	5	_	_	_
5	are	_	V	V	_	0	_	_	_
6	possibly	_	R	R	_	5	_	_	_
7	the	_	D	D	_	9	_	_	_
8	worst	_	A	A	_	9	_	_	_
9	type	_	N	N	_	5	_	_	_
10	of	_	P	P	_	9	_	_	_
11	girls	_	N	N	_	10	_	_	_
12	.	_	,	,	_	-1	_	_	_
13	ever	_	R	R	_	5	_	_	_
14	.	_	,	,	_	-1	_	_	_",-1,1
15,hoe ass nigga ,"1	hoe	_	N	N	_	3	_	_	_
2	ass	_	N	N	_	3	_	_	_
3	nigga	_	N	N	_	0	_	_	_",-1,1
16,  bitches be fallin so inlove w. niggass ; then he go get a new bitch ; they try go get a new nigga to try to forget about the ,"1	bitches	_	N	N	_	2	_	_	_
2	be	_	V	V	_	0	_	_	_
3	fallin	_	V	V	_	2	_	_	_
4	so	_	P	P	_	3	_	_	_
5	inlove	_	V	V	_	4	_	_	_
6	w	_	P	P	_	5	_	_	_
7	.	_	,	,	_	-1	_	_	_
8	niggass	_	N	N	_	0	_	_	_
9	;	_	,	,	_	-1	_	_	_
10	then	_	R	R	_	0	_	_	_
11	he	_	O	O	_	12	_	_	_
12	go	_	V	V	_	10	_	_	_
13	get	_	V	V	_	12	_	_	_
14	a	_	D	D	_	16	_	_	_
15	new	_	A	A	_	16	_	_	_
16	bitch	_	N	N	_	13	_	_	_
17	;	_	,	,	_	-1	_	_	_
18	they	_	O	O	_	19	_	_	_
19	try	_	V	V	_	0	_	_	_
20	go	_	V	V	_	19	_	_	_
21	get	_	V	V	_	20	_	_	_
22	a	_	D	D	_	24	_	_	_
23	new	_	A	A	_	24	_	_	_
24	nigga	_	N	N	_	21	_	_	_
25	to	_	P	P	_	21	_	_	_
26	try	_	V	V	_	25	_	_	_
27	to	_	P	P	_	26	_	_	_
28	forget	_	V	V	_	27	_	_	_
29	about	_	P	P	_	28	_	_	_
30	the	_	D	D	_	29	_	_	_",-1,1
17,  this vine still funny as shit to me how many niggers are in my store? ,"1	this	_	D	D	_	2	_	_	_
2	vine	_	N	N	_	0	_	_	_
3	still	_	R	R	_	4	_	_	_
4	funny	_	A	A	_	0	_	_	_
5	as	_	P	P	_	4	_	_	_
6	shit	_	N	N	_	5	_	_	_
7	to	_	P	P	_	6	_	_	_
8	me	_	O	O	_	7	_	_	_
9	how	_	R	R	_	10	_	_	_
10	many	_	A	A	_	11	_	_	_
11	niggers	_	N	N	_	12	_	_	_
12	are	_	V	V	_	0	_	_	_
13	in	_	P	P	_	12	_	_	_
14	my	_	D	D	_	15	_	_	_
15	store	_	N	N	_	13	_	_	_
16	?	_	,	,	_	-1	_	_	_",-1,1
18,they shot another monkey lmaooooooooooo,"1	they	_	O	O	_	2	_	_	_
2	shot	_	V	V	_	0	_	_	_
3	another	_	D	D	_	4	_	_	_
4	monkey	_	N	N	_	2	_	_	_
5	lmaooooooooooo	_	!	!	_	0	_	_	_",-1,1
19,smh hate that hoe,"1	smh	_	G	G	_	-1	_	_	_
2	hate	_	V	V	_	0	_	_	_
3	that	_	D	D	_	4	_	_	_
4	hoe	_	N	N	_	2	_	_	_",-1,1
20,   not in florida retard,"1	not	_	R	R	_	2	_	_	_
2	in	_	P	P	_	0	_	_	_
3	florida	_	^	^	_	4	_	_	_
4	retard	_	N	N	_	2	_	_	_",1,-1
21,"  this beat deserves hennessey, a bad bitch, ; a bag of weed. the holy trinity","1	this	_	D	D	_	2	_	_	_
2	beat	_	N	N	_	3	_	_	_
3	deserves	_	V	V	_	0	_	_	_
4	hennessey	_	^	^	_	3	_	_	_
5	,	_	,	,	_	-1	_	_	_
6	a	_	D	D	_	8	_	_	_
7	bad	_	A	A	_	8	_	_	_
8	bitch	_	N	N	_	4	_	_	_
9	,	_	,	,	_	-1	_	_	_
10	;	_	,	,	_	-1	_	_	_
11	a	_	D	D	_	12	_	_	_
12	bag	_	N	N	_	0	_	_	_
13	of	_	P	P	_	12	_	_	_
14	weed	_	N	N	_	13	_	_	_
15	.	_	,	,	_	-1	_	_	_
16	the	_	D	D	_	18	_	_	_
17	holy	_	A	A	_	0	_	_	_
18	trinity	_	^	^	_	17	_	_	_",1,-1
22,"so you don't want to see the true life story of american heroes, bizzy, lazy, krayzie ; wish... you wanna watch hillbillies shoot pumpkins","1	so	_	P	P	_	0	_	_	_
2	you	_	O	O	_	3	_	_	_
3	don't	_	V	V	_	1	_	_	_
4	want	_	V	V	_	3	_	_	_
5	to	_	P	P	_	4	_	_	_
6	see	_	V	V	_	5	_	_	_
7	the	_	D	D	_	10	_	_	_
8	true	_	A	A	_	10	_	_	_
9	life	_	N	N	_	10	_	_	_
10	story	_	N	N	_	6	_	_	_
11	of	_	P	P	_	10	_	_	_
12	american	_	^	^	_	13	MWE	_	_
13	heroes	_	^	^	_	11	_	_	_
14	,	_	,	,	_	-1	_	_	_
15	bizzy	_	A	A	_	0	_	_	_
16	,	_	,	,	_	-1	_	_	_
17	lazy	_	A	A	_	0	_	_	_
18	,	_	,	,	_	-1	_	_	_
19	krayzie	_	^	^	_	17	_	_	_
20	;	_	,	,	_	-1	_	_	_
21	wish	_	V	V	_	0	_	_	_
22	...	_	,	,	_	-1	_	_	_
23	you	_	O	O	_	24	_	_	_
24	wanna	_	V	V	_	0	_	_	_
25	watch	_	V	V	_	24	_	_	_
26	hillbillies	_	N	N	_	25	_	_	_
27	shoot	_	V	V	_	25	_	_	_
28	pumpkins	_	N	N	_	27	_	_	_",1,-1
23,"you the bitch nigga type, you ain't never had a fight.","1	you	_	O	O	_	0	_	_	_
2	the	_	D	D	_	5	_	_	_
3	bitch	_	N	N	_	5	_	_	_
4	nigga	_	N	N	_	5	_	_	_
5	type	_	N	N	_	0	_	_	_
6	,	_	,	,	_	-1	_	_	_
7	you	_	O	O	_	8	_	_	_
8	ain't	_	V	V	_	0	_	_	_
9	never	_	R	R	_	10	_	_	_
10	had	_	V	V	_	8	_	_	_
11	a	_	D	D	_	12	_	_	_
12	fight	_	N	N	_	10	_	_	_
13	.	_	,	,	_	-1	_	_	_",1,-1
24, at least 3. late tho. cuz adrenaline and emotion gonna carry them bitches until halftime.,"1	at	_	P	P	_	0	_	_	_
2	least	_	A	A	_	3	_	_	_
3	3	_	$	$	_	1	_	_	_
4	.	_	,	,	_	-1	_	_	_
5	late	_	A	A	_	0	_	_	_
6	tho	_	R	R	_	5	_	_	_
7	.	_	,	,	_	-1	_	_	_
8	cuz	_	P	P	_	0	_	_	_
9	adrenaline	_	N	N	_	10	CONJ	_	_
10	and	_	&	&	_	8	_	_	_
11	emotion	_	N	N	_	10	CONJ	_	_
12	gonna	_	V	V	_	8	_	_	_
13	carry	_	V	V	_	12	_	_	_
14	them	_	D	D	_	15	_	_	_
15	bitches	_	N	N	_	13	_	_	_
16	until	_	P	P	_	13	_	_	_
17	halftime	_	N	N	_	16	_	_	_
18	.	_	,	,	_	-1	_	_	_",1,-1
25,  if i was obama id call a press conference ; slit joe bidens neck on live tv just 2 show these crackers i mean business,"1	if	_	P	P	_	11	_	_	_
2	i	_	O	O	_	3	_	_	_
3	was	_	V	V	_	1	_	_	_
4	obama	_	^	^	_	3	_	_	_
5	id	_	L	L	_	6	_	_	_
6	call	_	V	V	_	3	_	_	_
7	a	_	D	D	_	9	_	_	_
8	press	_	N	N	_	9	_	_	_
9	conference	_	N	N	_	6	_	_	_
10	;	_	,	,	_	-1	_	_	_
11	slit	_	V	V	_	0	_	_	_
12	joe	_	^	^	_	14	_	_	_
13	bidens	_	^	^	_	14	_	_	_
14	neck	_	N	N	_	11	_	_	_
15	on	_	P	P	_	11	_	_	_
16	live	_	A	A	_	17	_	_	_
17	tv	_	N	N	_	15	_	_	_
18	just	_	R	R	_	20	_	_	_
19	2	_	$	$	_	20	_	_	_
20	show	_	N	N	_	11	_	_	_
21	these	_	D	D	_	22	_	_	_
22	crackers	_	N	N	_	11	_	_	_
23	i	_	O	O	_	24	_	_	_
24	mean	_	V	V	_	0	_	_	_
25	business	_	N	N	_	24	_	_	_",-1,1
26,"it means that im following orders and being subordinate. sue me, ya dyke","1	it	_	O	O	_	2	_	_	_
2	means	_	V	V	_	0	_	_	_
3	that	_	O	O	_	2	_	_	_
4	im	_	L	L	_	5	_	_	_
5	following	_	V	V	_	7	CONJ	_	_
6	orders	_	N	N	_	5	_	_	_
7	and	_	&	&	_	3	_	_	_
8	being	_	V	V	_	7	CONJ	_	_
9	subordinate	_	N	N	_	8	_	_	_
10	.	_	,	,	_	-1	_	_	_
11	sue	_	V	V	_	0	_	_	_
12	me	_	O	O	_	11	_	_	_
13	,	_	,	,	_	-1	_	_	_
14	ya	_	D	D	_	15	_	_	_
15	dyke	_	N	N	_	0	_	_	_",-1,1
27,  pity parties are trash ; i don't throw them .,"1	pity	_	N	N	_	2	_	_	_
2	parties	_	N	N	_	3	_	_	_
3	are	_	V	V	_	0	_	_	_
4	trash	_	N	N	_	3	_	_	_
5	;	_	,	,	_	-1	_	_	_
6	i	_	O	O	_	7	_	_	_
7	don't	_	V	V	_	0	_	_	_
8	throw	_	V	V	_	7	_	_	_
9	them	_	O	O	_	8	_	_	_
10	.	_	,	,	_	-1	_	_	_",1,-1
28, ''single af'' we don't care you're ugly anyways  me pussy,"1	''	_	,	,	_	-1	_	_	_
2	single	_	A	A	_	3	_	_	_
3	af	_	N	N	_	0	_	_	_
4	''	_	,	,	_	-1	_	_	_
5	we	_	O	O	_	6	_	_	_
6	don't	_	V	V	_	0	_	_	_
7	care	_	V	V	_	6	_	_	_
8	you're	_	L	L	_	7	_	_	_
9	ugly	_	A	A	_	8	_	_	_
10	anyways	_	P	P	_	9	_	_	_
11	me	_	O	O	_	10	_	_	_
12	pussy	_	N	N	_	0	_	_	_",1,-1
29,just saw a lady that looks like honey boo boos mom. goddamn that bitch is ugly.,"1	just	_	R	R	_	2	_	_	_
2	saw	_	V	V	_	0	_	_	_
3	a	_	D	D	_	4	_	_	_
4	lady	_	N	N	_	2	_	_	_
5	that	_	P	P	_	4	_	_	_
6	looks	_	V	V	_	5	_	_	_
7	like	_	P	P	_	6	_	_	_
8	honey	_	N	N	_	11	_	_	_
9	boo	_	N	N	_	11	_	_	_
10	boos	_	N	N	_	11	_	_	_
11	mom	_	N	N	_	7	_	_	_
12	.	_	,	,	_	-1	_	_	_
13	goddamn	_	!	!	_	0	_	_	_
14	that	_	D	D	_	15	_	_	_
15	bitch	_	N	N	_	16	_	_	_
16	is	_	V	V	_	0	_	_	_
17	ugly	_	A	A	_	16	_	_	_
18	.	_	,	,	_	-1	_	_	_",1,-1
30,your bitch choosing just let'r,"1	your	_	D	D	_	2	_	_	_
2	bitch	_	N	N	_	3	_	_	_
3	choosing	_	V	V	_	0	_	_	_
4	just	_	R	R	_	5	_	_	_
5	let'r	_	V	V	_	3	_	_	_",1,-1
31,you should have to be over 6 foot and 220 lbs to buy a truck. we know most of you get em cause you're scrawny country pussies.,"1	you	_	O	O	_	2	_	_	_
2	should	_	V	V	_	0	_	_	_
3	have	_	V	V	_	2	_	_	_
4	to	_	P	P	_	3	_	_	_
5	be	_	V	V	_	4	_	_	_
6	over	_	P	P	_	5	_	_	_
7	6	_	$	$	_	8	_	_	_
8	foot	_	N	N	_	9	CONJ	_	_
9	and	_	&	&	_	6	_	_	_
10	220	_	$	$	_	11	_	_	_
11	lbs	_	N	N	_	9	CONJ	_	_
12	to	_	P	P	_	2	_	_	_
13	buy	_	V	V	_	12	_	_	_
14	a	_	D	D	_	15	_	_	_
15	truck	_	N	N	_	13	_	_	_
16	.	_	,	,	_	-1	_	_	_
17	we	_	O	O	_	18	_	_	_
18	know	_	V	V	_	0	_	_	_
19	most	_	R	R	_	18	_	_	_
20	of	_	P	P	_	19	_	_	_
21	you	_	O	O	_	22	_	_	_
22	get	_	V	V	_	19	_	_	_
23	em	_	O	O	_	22	_	_	_
24	cause	_	P	P	_	22	_	_	_
25	you're	_	L	L	_	24	_	_	_
26	scrawny	_	A	A	_	28	_	_	_
27	country	_	N	N	_	28	_	_	_
28	pussies	_	N	N	_	25	_	_	_
29	.	_	,	,	_	-1	_	_	_",1,-1
32,bitches be like i'm mixed wit italian chinese nd african american i be like bitch just cuz you ate ur ,"1	bitches	_	N	N	_	2	_	_	_
2	be	_	V	V	_	0	_	_	_
3	like	_	P	P	_	2	_	_	_
4	i'm	_	L	L	_	3	_	_	_
5	mixed	_	A	A	_	4	_	_	_
6	wit	_	P	P	_	5	_	_	_
7	italian	_	A	A	_	8	_	_	_
8	chinese	_	N	N	_	9	CONJ	_	_
9	nd	_	&	&	_	6	_	_	_
10	african	_	^	^	_	11	MWE	_	_
11	american	_	^	^	_	9	CONJ	_	_
12	i	_	O	O	_	13	_	_	_
13	be	_	V	V	_	0	_	_	_
14	like	_	P	P	_	13	_	_	_
15	bitch	_	N	N	_	14	_	_	_
16	just	_	R	R	_	17	_	_	_
17	cuz	_	P	P	_	13	_	_	_
18	you	_	O	O	_	19	_	_	_
19	ate	_	V	V	_	17	_	_	_
20	ur	_	L	L	_	19	_	_	_",-1,1
33,  faggot,1	faggot	_	N	N	_	0	_	_	_,1,-1
34,roman catholics in the us are trash. they give catholics in europe a bad name.,"1	roman	_	^	^	_	2	_	_	_
2	catholics	_	N	N	_	0	_	_	_
3	in	_	P	P	_	2	_	_	_
4	the	_	D	D	_	3	_	_	_
5	us	_	O	O	_	6	_	_	_
6	are	_	V	V	_	0	_	_	_
7	trash	_	N	N	_	6	_	_	_
8	.	_	,	,	_	-1	_	_	_
9	they	_	O	O	_	10	_	_	_
10	give	_	V	V	_	0	_	_	_
11	catholics	_	N	N	_	10	_	_	_
12	in	_	P	P	_	10	_	_	_
13	europe	_	^	^	_	16	_	_	_
14	a	_	D	D	_	16	_	_	_
15	bad	_	A	A	_	16	_	_	_
16	name	_	N	N	_	12	_	_	_
17	.	_	,	,	_	-1	_	_	_",-1,1
35,all these bitches know that you're my nigga ,"1	all	_	X	X	_	3	_	_	_
2	these	_	D	D	_	3	_	_	_
3	bitches	_	N	N	_	4	_	_	_
4	know	_	V	V	_	0	_	_	_
5	that	_	P	P	_	4	_	_	_
6	you're	_	L	L	_	5	_	_	_
7	my	_	D	D	_	8	_	_	_
8	nigga	_	N	N	_	6	_	_	_",1,-1
36,i hate hoes.,"1	i	_	O	O	_	2	_	_	_
2	hate	_	V	V	_	0	_	_	_
3	hoes	_	N	N	_	2	_	_	_
4	.	_	,	,	_	-1	_	_	_",-1,1
37,'in your own shit now pussy what a joke you'd end up just like all the rest no show chicken shit mother fucker,"1	'	_	,	,	_	-1	_	_	_
2	in	_	P	P	_	0	_	_	_
3	your	_	D	D	_	5	_	_	_
4	own	_	A	A	_	5	_	_	_
5	shit	_	N	N	_	2	_	_	_
6	now	_	R	R	_	2	_	_	_
7	pussy	_	N	N	_	0	_	_	_
8	what	_	O	O	_	7	_	_	_
9	a	_	D	D	_	10	_	_	_
10	joke	_	N	N	_	8	_	_	_
11	you'd	_	L	L	_	0	_	_	_
12	end	_	V	V	_	11	_	_	_
13	up	_	T	T	_	12	MWE	_	_
14	just	_	R	R	_	15	_	_	_
15	like	_	P	P	_	12	_	_	_
16	all	_	X	X	_	17	_	_	_
17	the	_	D	D	_	18	_	_	_
18	rest	_	N	N	_	15	_	_	_
19	no	_	D	D	_	24	_	_	_
20	show	_	N	N	_	21	MWE	_	_
21	chicken	_	N	N	_	22	MWE	_	_
22	shit	_	N	N	_	24	_	_	_
23	mother	_	N	N	_	24	_	_	_
24	fucker	_	N	N	_	0	_	_	_",-1,1
38, do i look like mike vick bitch,"1	do	_	V	V	_	0	_	_	_
2	i	_	O	O	_	3	_	_	_
3	look	_	V	V	_	1	_	_	_
4	like	_	P	P	_	3	_	_	_
5	mike	_	^	^	_	6	MWE	_	_
6	vick	_	^	^	_	7	_	_	_
7	bitch	_	N	N	_	4	_	_	_",1,-1
39,idgaf i have my coon moments,"1	idgaf	_	!	!	_	0	_	_	_
2	i	_	O	O	_	3	_	_	_
3	have	_	V	V	_	0	_	_	_
4	my	_	D	D	_	6	_	_	_
5	coon	_	N	N	_	6	_	_	_
6	moments	_	N	N	_	3	_	_	_",1,-1
40,if  didn't know i love your coon ass cuz ,"1	if	_	P	P	_	0	_	_	_
2	didn't	_	V	V	_	1	_	_	_
3	know	_	V	V	_	2	_	_	_
4	i	_	O	O	_	5	_	_	_
5	love	_	V	V	_	3	_	_	_
6	your	_	D	D	_	8	_	_	_
7	coon	_	N	N	_	8	_	_	_
8	ass	_	N	N	_	5	_	_	_
9	cuz	_	P	P	_	5	_	_	_",1,-1
41,"what these bitches want from a nigga?, like on some dmx shit","1	what	_	O	O	_	4	_	_	_
2	these	_	D	D	_	3	_	_	_
3	bitches	_	N	N	_	4	_	_	_
4	want	_	V	V	_	0	_	_	_
5	from	_	P	P	_	4	_	_	_
6	a	_	D	D	_	7	_	_	_
7	nigga	_	N	N	_	5	_	_	_
8	?,	_	,	,	_	-1	_	_	_
9	like	_	V	V	_	0	_	_	_
10	on	_	P	P	_	9	_	_	_
11	some	_	D	D	_	13	_	_	_
12	dmx	_	^	^	_	13	_	_	_
13	shit	_	N	N	_	10	_	_	_",-1,1
42,  fuuck jalens a slow bitch,"1	fuuck	_	V	V	_	0	_	_	_
2	jalens	_	V	V	_	1	_	_	_
3	a	_	D	D	_	5	_	_	_
4	slow	_	A	A	_	5	_	_	_
5	bitch	_	N	N	_	2	_	_	_",-1,1
43,   what you still doing up my nig,"1	what	_	O	O	_	0	_	_	_
2	you	_	O	O	_	4	_	_	_
3	still	_	R	R	_	4	_	_	_
4	doing	_	V	V	_	1	_	_	_
5	up	_	T	T	_	4	MWE	_	_
6	my	_	D	D	_	7	_	_	_
7	nig	_	N	N	_	4	_	_	_",1,-1
44,inners still hanging in. yankees we need this win. nfl. it's not sunday,"1	inners	_	L	L	_	3	_	_	_
2	still	_	R	R	_	3	_	_	_
3	hanging	_	V	V	_	0	_	_	_
4	in	_	P	P	_	3	_	_	_
5	.	_	,	,	_	-1	_	_	_
6	yankees	_	^	^	_	4	_	_	_
7	we	_	O	O	_	8	_	_	_
8	need	_	V	V	_	0	_	_	_
9	this	_	O	O	_	10	_	_	_
10	win	_	V	V	_	8	_	_	_
11	.	_	,	,	_	-1	_	_	_
12	nfl	_	N	N	_	10	_	_	_
13	.	_	,	,	_	-1	_	_	_
14	it's	_	L	L	_	0	_	_	_
15	not	_	R	R	_	14	_	_	_
16	sunday	_	^	^	_	14	_	_	_",1,-1
45,breakfast fried chicken jerk chicken tater tots white rice nd press yellow rice nd beans mac nd cheese ,"1	breakfast	_	N	N	_	10	CONJ	_	_
2	fried	_	A	A	_	3	_	_	_
3	chicken	_	N	N	_	10	CONJ	_	_
4	jerk	_	N	N	_	10	CONJ	_	_
5	chicken	_	N	N	_	10	CONJ	_	_
6	tater	_	N	N	_	7	_	_	_
7	tots	_	N	N	_	10	CONJ	_	_
8	white	_	A	A	_	9	_	_	_
9	rice	_	N	N	_	10	CONJ	_	_
10	nd	_	&	&	_	0	_	_	_
11	press	_	N	N	_	10	CONJ	_	_
12	yellow	_	A	A	_	13	_	_	_
13	rice	_	N	N	_	14	CONJ	_	_
14	nd	_	&	&	_	16	_	_	_
15	beans	_	N	N	_	14	CONJ	_	_
16	mac	_	N	N	_	17	CONJ	_	_
17	nd	_	&	&	_	0	_	_	_
18	cheese	_	N	N	_	17	CONJ	_	_",1,-1
